,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year
8137,1,43,65548.03,10.05475,15,2,0,65.13371,129.9483,5999.863942
8138,0,30,117867.2,12.96924,16,0,1,71.48941,137.4684,6233.66124
8140,1,39,23441.22,9.44465,12,0,0,60.77973,200.1185,5917.686828
8141,7,32,61649.66,11.75848,10,1,0,60.06981,152.4555,5934.44869
8142,4,65,11404.4,8.264893,14,0,0,65.61856,169.9447,5761.002305
8143,0,70,25213.39,10.63561,10,1,0,65.25094,212.6415,6236.771039
8144,3,40,25977.73,9.523458,10,1,0,53.19577,182.49,4890.236009
8145,0,27,43778.76,7.779153,7,0,1,54.55457,162.4713,4826.3573
8147,4,45,51257.19,7.21347,14,0,0,43.51853,79.97886,3783.214553
8148,1,89,68319.38,4.399685,15,2,1,69.60418,134.9509,5695.706857
8149,2,75,1785.94,15.1958,13,0,0,70.66353,230.1051,6316.470196
8150,7,31,30153.27,11.59084,10,0,0,55.31399,242.6143,5408.322311
8151,0,35,15393.51,11.82966,15,3,1,59.8036,172.4555,5273.813487
8152,2,87,28749.22,13.88509,6,1,1,44.59709,137.4392,3832.898347
8153,0,86,35557.53,12.25736,10,1,0,63.30112,162.4608,5816.619375
8154,1,69,21963.27,5.218632,18,1,1,65.66053,202.6362,6294.452513
8155,1,89,22049.22,8.332089,12,1,2,69.59174,204.9496,6013.828131
8156,3,21,31881.36,9.900113,17,1,0,56.82842,267.6427,6012.6506
8158,0,65,31896.6,9.627499,10,0,1,64.82387,212.6415,6265.224971
8161,1,74,14396.37,10.78419,18,2,0,65.2908,149.9776,5616.608151
8162,2,73,45926.27,6.594636,13,1,1,61.06693,162.4538,5671.017164
8164,1,55,73186.39,7.861612,8,1,0,70.87198,127.4738,6491.987412
8165,0,72,51574.81,11.20429,8,3,2,70.38624,187.6094,6608.57453
8166,2,53,33653.85,15.68123,12,1,2,56.19179,147.4601,4832.149028
8167,8,51,9255.14,6.751561,15,1,0,46.12924,182.4653,4325.145663
8168,3,78,12430.83,10.20077,13,0,0,68.79253,162.447,6304.333517
8169,3,53,31757.09,10.46515,10,1,1,56.36817,182.4538,4968.873698
8170,1,39,18234.2,6.499849,12,0,0,69.61652,167.4564,6014.886274
8171,5,86,85549.31,7.009923,9,3,0,40.73541,152.4441,4123.921101
8172,1,71,92095.69,5.822048,17,0,0,60.97847,219.9902,5480.386537
8174,3,34,46502.45,8.786155,11,2,0,69.70038,242.6281,6534.959838
8176,2,64,16652.32,4.541255,8,0,1,45.72582,127.4586,4094.782683
8177,0,27,29935.05,9.663191,7,2,0,59.52332,92.45514,5443.98404
8178,2,30,71002.71,9.994273,15,0,1,63.89833,159.9794,6105.282771
8180,0,70,78356.31,3.338743,14,0,1,63.60495,204.9634,5588.56191
8181,2,74,12001.77,10.32568,13,0,0,71.023,162.4653,6518.264091
8182,1,76,61256.1,10.13592,8,3,1,56.03541,149.9915,4869.168543
8184,3,49,25777.72,12.38301,19,0,0,67.63205,202.65,6711.013649
8185,0,52,25046.32,10.95526,11,3,0,70.03794,137.4872,5817.251946
8186,0,75,19565.53,9.06452,13,0,0,55.09556,127.4586,4717.831195
8188,4,62,32735.23,11.70344,10,1,1,43.99275,140.0013,4329.842926
8189,1,68,29434.53,7.330071,16,1,0,69.25731,149.9483,5842.282612
8190,2,65,29315.85,7.238963,14,0,1,67.27889,232.6707,6139.355865
8191,3,84,36752.22,2.637703,18,3,0,56.56411,127.4958,4771.553025
8192,1,55,9183.89,7.74027,13,0,1,69.40052,164.9715,6457.28774
8193,2,80,11602.24,8.634479,14,0,0,55.72308,107.482,5099.928127
8195,0,47,11185.44,12.78383,10,0,0,66.7439,194.9699,5899.695132
8196,1,33,12908.92,9.530065,8,1,0,60.81814,245.132,5696.204344
8197,0,24,26774.77,8.727337,14,0,0,68.03889,144.9607,5727.737286
8198,4,34,38674.95,8.523796,14,1,0,62.71338,169.9378,5645.734587
8199,1,25,60460.44,9.764736,15,1,0,52.11755,252.6378,4993.106421
8200,3,59,68057.33,7.711873,13,2,1,49.67473,169.9741,4369.813214
8201,1,35,27361.32,10.27532,9,1,0,56.78051,134.9509,4904.294892
8202,1,34,64687.11,8.01575,12,1,0,44.97817,149.9447,4445.497919
8203,0,36,12197.3,12.03825,12,1,1,57.04063,177.4945,5561.200177
8204,1,53,26921.3,9.831078,9,2,1,55.15311,222.6326,5553.582983
8206,1,32,20550.44,15.16928,17,1,1,68.69369,210.1518,6397.46237
8207,3,88,56876.26,10.58255,9,1,2,42.32324,144.9607,3503.174329
8208,0,43,64936.87,10.79421,11,0,1,61.0537,94.97283,5509.83864
8209,0,66,19106.09,12.22463,12,1,1,41.93978,245.1457,4138.249014
8210,0,30,51568.29,7.473136,12,1,0,57.692,152.4798,5144.475146
8211,1,65,52729.62,11.38611,9,1,0,60.78096,210.127,5489.928745
8212,1,63,18438.94,10.60642,8,3,0,57.6786,124.9607,5195.25021
8213,3,28,31547.84,8.546718,14,1,0,63.99474,92.45514,5899.437256
8214,1,69,37021.79,9.233657,11,1,1,67.68938,232.6707,6176.145515
8215,3,69,95360.44,14.90809,17,0,0,63.79124,220.1323,5842.03594
8216,0,67,18269.73,12.14372,11,0,0,44.40526,114.9976,3757.452448
8218,1,85,5425.34,8.827268,9,0,0,56.07932,152.4579,5342.130474
8219,1,72,19903.1,12.18916,12,3,0,68.6654,217.484,6066.50191
8222,1,18,20164.01,8.878152,14,0,0,55.44991,194.9744,5068.172778
8223,4,21,33488.35,12.12987,14,2,0,60.7968,255.1417,5851.168448
8224,1,84,25750.6,11.72749,13,0,0,50.31252,184.9715,4431.737277
8226,3,37,21599.58,12.85761,4,1,0,43.50453,147.4738,3874.362144
8227,1,20,20843.03,7.246368,15,2,1,52.86954,194.9992,4871.832686
8228,0,26,63352.12,14.98482,11,0,0,71.70793,137.4872,6039.331412
8229,0,52,31234.72,10.93917,13,0,0,57.72738,149.9741,5456.006313
8230,2,71,69232.25,3.624683,10,0,0,61.28236,220.1185,5471.244549
8231,0,49,71166.06,14.93768,10,2,1,51.87037,225.132,5293.295324
8232,3,76,19546.62,9.545938,15,2,0,46.2718,169.9378,4047.773653
8233,2,67,24367.72,11.56322,12,1,0,51.22665,129.9598,4847.193795
8234,1,56,43492.61,12.53408,16,1,1,58.85409,162.447,5582.846082
8235,1,51,111442.1,10.02345,11,0,0,47.37824,149.9621,4233.171811
8236,2,72,53458.43,15.80514,15,0,0,69.54041,225.132,6727.30047
8237,1,66,16769.53,18.45023,12,0,0,44.72241,175.0062,4382.473953
8238,0,43,12944.52,12.32015,9,0,0,68.54712,127.4421,6208.310064
8239,1,24,18336.35,9.438457,14,2,0,57.06365,195.0062,5117.897337
8240,1,46,23456.98,7.778344,18,2,1,50.14744,192.4567,4466.695172
8241,1,45,20316.98,8.020199,12,2,0,55.29606,159.9349,4824.342843
8242,2,71,68803.52,10.77725,7,1,0,56.3981,159.9349,4899.24202
8243,3,51,43850.44,14.02417,11,1,1,69.13685,287.6427,6462.269067
8245,0,71,43468.48,7.563689,17,0,0,45.93241,232.6378,4718.201931
8246,2,87,20782.03,6.252582,12,0,0,70.14712,182.4676,6036.455962
8247,0,58,18436.32,8.282234,8,0,0,45.92276,137.4872,3903.920552
8248,1,53,44554.14,7.891108,17,1,0,62.84168,220.1615,5780.016925
8249,3,60,42104.22,11.67546,9,2,0,69.68937,157.4836,6004.729268
8250,0,38,26353.03,6.445166,12,0,0,63.64621,169.9378,5503.629445
8251,0,76,35415.95,12.36724,7,3,0,70.4936,204.9496,6099.562776
8252,0,48,18498.45,7.815757,12,2,0,48.56433,194.9525,4807.120751
8253,2,45,43096.85,8.01759,14,0,0,58.06194,139.9349,5581.366717
8255,0,23,12881.49,10.51765,17,1,1,60.97619,210.127,5659.896946
8256,0,80,12473.92,11.79419,15,1,0,52.87464,182.447,4569.936966
8258,0,19,5156.97,11.64392,14,2,0,58.15583,245.1283,5974.298824
8259,5,47,4986.92,7.853321,11,2,0,52.39253,112.4551,4534.558824
8260,3,63,35901.58,6.406512,10,2,1,63.5224,169.9671,5571.995482
8261,4,30,38373.52,7.763471,5,0,1,60.1501,140.0013,5758.657128
8262,0,71,92399.2,11.28086,11,0,0,54.97976,119.9568,5116.164536
8263,0,46,9310.14,6.927298,16,0,0,63.28052,229.9931,5766.345962
8264,3,70,45249.29,9.988954,11,1,0,63.01044,217.4725,5683.580246
8265,8,24,39594.01,3.39885,18,2,0,48.9954,230.1051,4940.002327
8266,1,25,48702.23,12.47071,14,1,0,58.28008,265.1283,5629.15203
8267,1,62,20921.95,8.623899,10,0,1,54.68337,245.1457,5179.277309
8268,1,30,52758.91,11.46155,14,1,0,69.56109,182.4833,6037.093005
8269,0,67,17899.79,8.565618,14,0,0,52.64455,139.9568,4571.4966
8270,1,73,45512.2,11.54034,13,0,0,54.87839,167.4847,5362.598684
8271,1,66,72870.66,13.83085,9,3,1,69.7211,174.9699,6525.625338
8272,3,74,19659.9,6.115623,14,0,1,55.15571,152.4907,4907.861735
8273,0,65,18833.25,9.430403,15,1,1,52.95508,235.1884,4979.327874
8274,0,54,80751.69,5.663817,11,0,0,57.92383,124.9935,4887.181609
8276,1,87,38131.01,6.185475,10,1,0,39.27289,179.9476,3354.624637
8277,1,37,63467.94,8.366414,10,0,0,71.67868,222.6143,6872.209499
8278,8,24,59226.92,7.048179,16,0,1,59.28333,174.9755,5634.80523
8279,1,41,15651.78,10.09753,13,0,1,69.70982,167.4564,6015.97413
8280,1,88,87907.66,12.10813,13,0,0,67.92804,267.6647,6208.609729
8282,2,64,10471.59,9.379331,16,0,0,52.58546,240.1149,4849.21743
8283,0,66,43588.1,8.486165,15,1,0,61.85982,252.6378,5626.157729
8284,1,55,12702.36,10.71778,14,2,0,54.36032,132.5127,4871.680899
8285,1,76,25350.75,8.130367,9,0,0,65.19187,220.1149,6225.526096
8286,0,29,6988.17,12.73528,12,1,0,71.44569,104.9923,6087.732666
8287,2,41,23120.09,12.98993,8,0,0,71.50838,149.9621,6273.914368
8288,0,26,10064.84,4.484085,10,1,0,69.9386,114.9728,5880.090684
8289,2,76,29993.81,6.909162,13,2,0,68.47117,147.4783,5811.727081
8290,1,32,19594.02,7.552433,13,2,1,57.81039,230.1344,5445.458747
8291,2,61,43750.46,9.644709,8,1,0,48.59906,204.961,4486.299295
8292,3,19,63977.13,6.008081,15,0,0,70.00545,117.4835,6160.553033
8293,1,39,48908.22,9.624033,8,3,0,64.37488,177.6508,5916.705233
8294,1,41,13549.81,8.477589,8,2,1,55.71809,184.961,5517.899709
8296,3,47,13978.55,8.952255,16,1,1,67.83633,114.9728,5731.337685
8297,2,44,51669.46,11.7614,8,0,2,61.91553,192.4705,5549.111256
8299,4,19,12378.01,14.8515,9,1,1,57.527,92.45514,5347.491386
8300,8,19,70962.7,12.1247,16,0,1,61.75393,245.1283,6562.450391
8301,1,29,26661.36,8.58683,13,1,1,71.92785,182.4608,6327.647329
8302,0,48,26480.5,10.85729,11,0,0,69.16679,114.9509,6259.287322
8303,2,25,41467.56,7.40371,14,1,0,65.22821,210.1563,6135.261321
8304,3,74,23519.01,8.838694,8,0,0,52.1213,157.4698,4356.229848
8305,6,88,82535.24,8.10792,12,0,0,69.22914,252.624,6261.739568
8306,0,37,25050.64,7.940397,15,0,1,66.29517,134.9509,5646.563818
8307,1,84,42034.08,9.158931,13,0,0,55.67421,167.4564,4724.945111
8308,0,53,17413.73,13.05714,11,1,0,67.23058,187.6094,6365.24676
8309,3,45,63708.34,7.71243,12,1,0,64.46474,150.0208,5712.721051
8310,0,31,23191.81,9.894645,11,0,0,46.84844,220.1149,4839.25878
8311,3,36,19364.23,7.500922,9,0,0,62.08563,265.1283,5966.47536
8312,0,73,9950.46,9.093379,12,1,0,52.59645,210.127,4809.347606
8314,5,85,65012.85,7.761601,16,2,0,60.70855,149.9483,5209.217209
8315,1,60,105005.6,7.612941,12,0,0,63.96787,162.5007,5493.632538
8316,3,71,10922.91,13.32505,7,1,1,54.59144,165.0182,4971.679712
8317,2,89,54859.16,10.1755,12,1,0,44.21572,262.6106,4222.497317
8319,4,65,37004.73,8.816743,9,0,0,66.44706,169.9378,5767.740142
8321,3,55,14106.94,11.7697,14,1,0,45.62851,175.1331,4267.521539
8322,3,60,29753.9,13.19849,12,0,0,66.16108,210.127,6008.726494
8323,1,76,9802.05,12.76536,11,2,2,43.91274,192.4705,3938.300864
8324,3,35,45166.7,8.637922,6,0,1,61.69408,204.961,5593.020458
8325,2,72,14761.9,9.540415,7,2,2,67.02374,127.4783,6037.450539
8326,1,79,113593.3,7.172198,10,2,0,44.24001,172.4404,4378.519675
8327,1,73,20618.01,10.08633,15,1,0,56.67924,204.9634,5042.032681
8328,1,54,52756.23,9.722124,14,1,1,58.59644,139.9568,5085.534857
8329,3,82,89484.89,12.74981,11,2,0,53.47075,92.5018,4445.615287
8330,0,43,6825.46,12.84155,15,1,0,55.83128,207.6386,5122.454947
8331,1,71,29732.11,6.519561,11,1,0,71.31142,124.9643,5804.942334
8332,1,74,23283.85,5.819784,13,1,0,49.59222,117.4872,4596.408358
8333,1,78,83983.27,5.982841,12,0,1,40.21109,210.138,3784.965371
8334,1,27,4498.71,17.46416,13,2,0,63.3194,164.9715,6050.815837
8335,0,78,51371.19,12.88716,10,2,1,47.86746,242.6326,4430.367889
8336,4,18,16151.73,7.692979,9,1,1,60.45695,222.6281,6227.256543
8338,3,52,20240.87,8.732089,12,0,0,66.13718,157.4836,5739.899898
8339,3,35,3157.81,15.27827,12,3,2,65.13745,184.9647,5807.53439
8340,3,38,62064.97,15.18246,9,1,0,71.68832,182.4538,6273.353878
8341,5,37,47777.77,14.62375,16,0,0,40.78534,157.4698,3610.264679
8343,4,51,30913.36,13.2899,8,3,1,65.93469,117.472,5765.178653
8344,4,84,54091.65,8.2556,11,3,2,57.26943,169.9671,5107.688262
8345,1,49,11267.89,6.764861,11,1,2,63.71082,117.4686,5832.660558
8346,1,85,22535.7,10.03575,12,1,0,67.49463,245.175,6225.546359
8347,8,37,30049.79,7.775248,10,2,1,43.04477,134.9509,3905.467558
8348,2,60,13547.69,11.58313,13,0,0,42.25122,207.4974,3878.814514
8350,1,43,21569.82,7.599065,14,0,0,44.57297,92.48802,3788.13967
8351,4,24,113912.9,11.89461,14,0,0,65.52159,129.9483,6233.347563
8352,0,29,35989.93,9.230836,13,2,0,52.53037,169.9447,4636.42318
8353,2,25,23449.18,9.889813,17,1,1,48.03223,182.4433,4896.176201
8354,8,57,33692.36,10.58605,12,1,1,71.53791,162.4538,6766.152872
8355,0,79,74519.58,15.41723,8,1,0,51.41852,194.9882,4505.604532
8356,0,62,25647.81,9.021887,10,0,0,58.4866,240.1149,5277.732479
8357,1,32,44165.04,10.47355,10,2,0,48.49789,217.4725,4557.472307
8358,2,24,37694.14,8.645692,10,0,1,59.49864,139.9678,5311.713263
8359,0,57,21253.32,4.612988,6,0,0,60.08382,179.9794,5229.143504
8360,3,75,49737.57,12.54984,11,0,0,50.94315,162.4676,4946.54616
8361,1,23,70354.12,8.775775,19,0,0,54.50263,162.4526,4945.724284
8362,0,71,48628.18,9.836612,13,1,0,45.22174,204.961,4032.926983
8363,3,68,33056.02,10.5873,11,1,0,67.88471,124.9607,6076.692844
8364,3,20,20215.1,7.570833,8,2,0,63.59872,117.472,5644.627475
8366,0,54,78242.35,7.296658,11,2,0,43.46156,182.4833,3871.367991
8367,3,35,37955.41,4.545091,12,2,1,54.63591,192.4885,4951.560917
8368,0,56,7203.02,10.96178,11,2,0,50.3835,164.9785,5014.025544
8370,0,78,52286.02,13.08501,16,1,0,66.2073,220.1615,5943.037284
8371,3,65,20138.55,7.645854,8,1,1,57.4079,210.1051,5754.451842
8372,4,47,28226.03,7.071665,11,2,0,55.42229,169.9378,4923.409973
8373,4,61,12170.42,8.968022,11,1,0,40.96005,155.0084,3893.3098
8374,3,30,20769.65,8.318438,13,3,0,59.48183,162.447,5781.09568
8376,4,40,27211.31,11.67884,14,1,0,39.22782,202.65,4443.924934
8377,1,57,79248.45,11.64092,13,2,0,52.56715,240.1149,4886.937383
8378,3,41,11388.33,10.08809,18,2,1,41.75833,192.4705,3938.094495
8379,8,34,103098.0,13.63887,10,3,0,56.64692,157.4836,5092.941424
8381,8,67,24088.27,9.411341,11,0,0,69.24438,140.0049,6024.530188
8383,3,72,32596.51,4.332488,12,1,0,65.24225,124.9607,5929.34648
8384,0,43,12824.19,10.21764,11,0,0,48.50031,194.9581,4429.501145
8385,3,74,18785.9,10.74516,10,2,1,53.15277,220.1185,4873.126502
8386,1,78,25684.14,8.563528,15,1,0,59.35209,117.4392,5407.054485
8388,5,75,85614.86,8.434635,13,2,1,62.72855,104.9781,5706.02232
8389,2,35,17300.45,6.275178,14,2,0,56.43572,79.97886,4726.723807
8390,8,80,25324.77,9.380632,11,1,0,61.70044,237.6549,6375.589567
8392,0,33,22295.17,12.83245,13,0,0,45.91919,169.9378,4149.794964
8393,0,67,32672.77,6.307844,17,1,0,70.99616,114.9658,5999.083618
8394,1,39,119599.4,4.876124,9,2,0,38.92029,184.9785,3747.78242
8395,0,32,52543.98,5.086843,14,2,0,63.88028,207.4673,5777.144351
8396,0,43,34471.13,10.01693,9,0,0,68.00942,235.1372,6692.362545
8397,5,25,39654.43,14.48531,19,1,1,63.04815,200.1465,6023.971515
8398,0,89,24220.94,11.50669,11,0,0,64.33856,172.4848,5540.302436
8399,0,65,52905.61,5.818841,14,0,1,62.23314,149.9447,5773.964084
8400,4,76,47254.65,8.342814,8,1,0,59.14986,169.9671,5205.709911
8401,1,58,24040.95,12.12826,10,0,0,71.7825,147.4783,6111.281156
8402,1,72,72654.19,11.40682,12,3,0,43.93445,159.965,3798.956979
8403,7,28,58391.65,10.14164,17,3,0,68.97498,159.9642,6296.620487
8404,3,52,10892.54,9.29496,10,0,1,43.69919,127.4421,4235.170641
8405,0,89,22554.89,2.269867,13,1,0,50.76631,162.5005,4431.684055
8406,4,57,57497.76,9.154572,14,0,0,36.98095,220.1323,3668.332806
8407,2,38,57108.11,11.07482,12,0,1,54.8376,162.4937,5015.195312
8408,1,30,2468.7,9.485819,14,2,0,64.08859,149.989,5732.340761
8409,1,22,17563.31,11.36276,17,0,0,45.96907,124.9935,4043.335333
8410,6,27,74305.5,6.975482,14,0,0,48.04306,222.65,4856.923385
8411,1,36,31962.04,11.60075,9,2,1,60.16674,220.1185,5510.855205
8413,6,84,9275.55,9.32007,11,1,2,41.72598,137.4698,4059.807666
8414,0,31,19683.44,10.31058,13,3,0,53.86603,242.6326,5123.028136
8415,2,82,18679.11,6.584119,16,0,0,63.96033,162.4689,5514.499448
8416,3,87,5043.14,9.256176,17,2,0,58.34548,154.9919,5567.462774
8417,3,75,17740.18,18.1762,8,0,0,59.46147,192.4705,5277.177679
8418,0,70,46656.47,14.89582,8,1,0,70.59181,164.9853,6602.811435
8419,2,19,13240.53,6.921566,12,0,0,55.62538,79.97886,4798.898882
8420,1,77,42679.8,6.950896,13,0,0,54.06613,242.6326,4972.337033
8421,3,80,14009.63,10.37611,12,0,0,60.98195,182.4433,5725.421883
8422,1,70,52171.43,11.06332,14,1,0,51.53345,220.1185,4644.934479
8423,0,33,32076.79,8.016783,10,1,0,64.48611,172.4742,5666.607489
8424,2,54,27479.16,8.238358,14,0,1,65.63056,132.4798,6238.373858
8425,3,23,37542.28,10.67482,10,2,0,51.53674,172.4705,5129.540139
8426,4,58,5026.38,12.23929,15,0,1,48.76309,129.9926,4409.527019
8427,2,41,23024.38,11.86028,10,0,0,71.02583,220.1149,6849.08497
8428,1,55,93186.26,8.332958,10,2,1,47.52483,117.4858,4185.014737
8429,4,59,61395.66,11.51296,17,1,0,68.03642,117.4392,6273.278412
8430,4,80,53563.03,12.29361,9,1,0,63.37764,262.6106,5836.607029
8431,0,84,27123.66,12.32696,13,1,0,69.36684,165.0113,5986.22023
8432,1,60,17595.42,8.974128,12,0,0,64.91577,187.656,5902.115401
8433,7,24,6695.49,10.96135,7,1,0,60.74742,157.4698,5350.10612
8434,4,61,34411.1,12.81844,13,2,1,65.25348,137.4686,5598.578895
8435,2,68,25568.0,11.3868,5,1,0,60.80126,197.484,5961.810975
8436,2,49,73309.86,10.56199,14,2,0,55.75197,235.1417,5697.928731
8437,1,71,25190.07,16.01645,8,1,2,61.23692,182.4608,5396.238934
8438,5,32,22117.1,6.468919,12,3,0,42.93116,190.1737,4390.887942
8439,0,58,24526.83,8.112139,9,1,0,64.76289,242.6281,5912.297497
8440,1,35,52337.71,14.25864,10,0,0,63.70616,182.4653,5602.325929
8441,0,31,80309.69,12.1242,11,0,1,66.74044,112.4844,5598.395048
8442,1,43,89970.37,11.44246,9,1,1,43.69814,235.1555,4732.920025
8443,1,19,36574.47,9.897425,19,1,0,55.89461,192.4885,5045.584915
8444,0,53,31894.71,8.29404,16,1,1,61.2082,184.9496,5827.639737
8445,2,41,27472.28,6.391658,10,0,0,67.75127,124.9935,5714.326706
8446,0,50,39651.69,11.87438,12,2,0,67.11199,159.965,5739.420369
8447,1,77,4489.66,11.84221,15,1,0,55.18746,147.4564,5121.506186
8448,7,56,42789.24,8.91884,15,2,1,71.97435,164.9785,6916.339606
8449,2,55,23279.78,10.37357,15,0,1,41.67396,287.6427,4168.120303
8450,0,27,29353.41,7.662668,11,1,0,68.55339,139.9349,6438.459484
8451,1,68,35741.44,7.626861,11,0,0,61.13096,149.9845,5397.392962
8452,1,61,32502.96,10.03188,12,1,2,68.41538,117.4392,6205.418228
8453,4,37,26887.33,11.00147,9,0,0,66.23131,287.6427,6347.9348
8454,1,23,53640.47,10.44139,13,2,0,59.64391,217.484,5487.953653
8455,8,33,94258.71,13.33174,9,2,0,67.39064,255.1665,6579.180799
8456,3,88,30836.33,7.908562,11,2,1,70.17136,137.4872,5884.793295
8458,1,25,43088.83,10.699,12,1,1,56.26037,242.6326,5322.61702
8459,2,68,14038.55,15.92998,12,0,0,46.66033,104.9781,4320.023398
8460,4,83,13285.84,10.42544,11,0,0,69.06894,184.9785,6083.905265
8461,1,62,6759.91,15.28653,11,2,1,68.45528,240.1149,6125.329205
8462,3,20,40074.01,16.68122,12,1,0,65.05265,235.1372,6617.854017
8463,0,23,6820.51,10.93998,10,2,1,64.48112,149.9447,6048.807482
8464,2,76,114044.9,12.40842,11,0,0,69.45823,119.9897,5938.504348
8465,2,55,22716.52,12.66535,9,0,1,71.24754,139.9979,6127.777658
8466,1,58,52797.42,17.67735,6,0,0,62.69829,267.6427,6310.736148
8467,0,84,17260.93,10.47784,12,0,1,38.58318,147.5031,3296.618156
8468,2,77,62292.07,3.406276,17,2,0,62.71436,152.4441,5861.982807
8469,0,56,6435.12,8.799224,15,0,1,70.63479,169.9671,6171.479592
8470,6,22,100257.6,13.51521,16,1,0,60.04717,147.4421,5434.193829
8471,0,63,23355.34,14.05088,14,0,0,52.9247,127.4783,4932.430411
8472,6,36,52413.54,7.344589,15,0,0,69.86605,185.0077,6519.120707
8473,1,61,27720.47,11.63665,12,1,0,53.39442,220.1615,5026.753166
8474,0,76,43216.69,2.61208,16,1,0,61.36647,195.0062,5351.472842
8475,5,85,24029.52,4.48479,12,0,0,71.80608,219.9902,6491.869404
8476,7,33,60815.04,7.707569,16,0,0,50.40492,162.5299,4727.495412
8477,1,49,8692.66,10.75517,14,3,0,67.60425,117.4858,5849.950819
8478,0,61,29727.21,8.575295,6,0,0,60.42738,162.4818,5394.817414
8479,0,72,27058.36,7.88648,13,3,0,71.99132,222.6326,6840.191109
8480,4,53,49125.36,16.4764,13,2,1,52.26662,184.9496,5218.124457
8481,0,85,65640.28,13.78754,14,0,0,63.81393,222.6281,6206.567047
8482,4,77,33567.58,7.83842,11,0,0,50.44094,182.4433,4984.621447
8483,0,53,20832.66,5.828119,16,0,2,37.04844,129.9621,3715.869075
8484,4,71,20631.55,6.397555,7,1,0,60.26349,172.4555,5398.88963
8485,1,88,55933.65,12.44411,6,2,0,66.10035,217.484,5803.869496
8486,0,42,32929.09,11.08114,13,0,1,46.03183,119.9568,4478.070702
8487,5,44,16465.85,6.665835,13,2,0,53.24575,149.9483,4732.155898
8488,0,25,22821.11,15.25427,17,0,1,61.35418,140.0049,5351.73548
8489,4,53,35950.39,8.081922,12,1,0,59.60557,127.4421,5648.297688
8492,3,28,25747.86,11.9755,13,0,0,71.99418,192.4705,6458.177025
8493,2,53,4978.33,10.5758,9,1,0,61.84543,190.1737,5779.47654
8494,3,84,30407.3,12.51342,17,0,0,45.34674,184.9496,4471.648469
8495,1,75,99132.61,9.073224,10,0,0,70.99524,202.4433,6087.218845
8496,0,89,5435.86,8.358239,13,0,0,66.89948,184.961,6163.633177
8497,0,37,20406.36,8.849924,10,0,0,51.58987,194.9699,4608.506607
8498,0,61,108956.8,7.357459,10,1,1,43.40615,200.1323,4472.040669
8499,3,35,67999.95,13.47448,7,0,0,53.91114,149.9778,4810.280705
8500,1,34,17175.88,9.008521,15,0,2,44.14809,242.6326,4347.709252
8501,1,88,27192.54,14.00066,15,1,0,49.22149,152.4624,4738.397058
8503,1,64,57498.9,5.604732,8,2,1,55.02676,265.1283,5234.71552
8504,0,52,15358.09,10.74978,15,1,2,50.60009,159.965,4462.198964
8505,0,69,58722.42,9.914814,10,0,1,48.60336,212.6228,5002.761216
8506,2,20,28990.97,14.05835,8,0,0,66.03662,194.9744,5877.566424
8507,2,86,66115.1,10.24939,15,1,0,68.87713,277.6513,6366.330959
8508,5,68,51061.01,1.45088,9,1,0,60.1745,184.9939,5426.206923
8509,2,67,46704.87,10.56609,11,1,1,64.2498,210.1051,6230.665916
8510,4,22,115758.0,9.168674,10,0,0,54.65479,117.4858,5016.831193
8511,0,76,36398.01,8.191336,12,2,0,70.50947,124.9643,5774.340454
8512,0,37,47833.67,10.15639,5,1,0,67.06183,149.9447,6261.418751
8513,0,35,5644.85,11.88471,13,1,0,43.02146,120.0035,3926.009965
8514,1,46,12619.97,3.957036,11,0,0,49.8063,172.5104,4439.411899
8515,1,85,8667.17,10.18947,17,1,0,65.91489,242.6573,6020.902258
8517,1,23,55153.17,9.091744,12,2,0,69.93109,159.9349,6181.750229
8518,1,78,43174.81,8.256297,11,1,0,68.38161,147.4783,5767.046848
8519,1,37,14976.23,12.37749,10,0,0,62.8566,197.6288,5770.590829
8520,1,50,7369.88,9.298875,14,0,0,56.24647,217.4725,5086.304493
8521,2,54,10992.89,11.18575,14,0,0,64.86438,184.9797,6175.765224
8522,4,50,31421.54,10.19811,12,0,0,65.2372,164.9647,6293.093113
8523,8,37,76587.52,14.20099,15,0,1,48.70941,207.6094,4779.956484
8524,2,49,47836.42,8.873568,18,0,0,55.49261,230.1344,5277.646823
8525,1,37,112961.8,9.570437,17,0,1,62.59584,184.9785,5694.262968
8526,1,20,112839.8,14.05877,13,3,0,68.79248,182.447,6101.712749
8527,2,24,24879.0,8.232258,11,1,0,56.0677,245.147,5815.707647
8528,3,75,37720.52,8.982395,14,2,0,56.75264,147.4738,4835.295615
8529,0,68,32738.97,15.24321,14,0,0,67.00862,149.9845,5765.925076
8530,3,74,99699.68,11.36648,12,2,0,66.85966,127.4586,5738.328374
8531,2,47,26920.29,10.25356,11,1,1,68.70194,147.4601,5794.589213
8532,0,29,105294.0,8.069085,12,1,1,64.9377,149.9447,6066.547252
8534,3,52,60011.51,13.59404,9,1,0,67.25716,179.9476,5820.087969
8535,0,89,29453.49,3.605531,12,1,1,68.11166,207.4754,6277.222751
8536,2,80,13973.69,13.085,7,1,1,69.64918,152.4441,6420.370535
8537,1,75,27106.57,10.34783,8,1,0,59.56187,137.4684,5092.536093
8538,1,67,37390.82,9.457734,12,1,0,68.6504,235.1591,6217.645459
