Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,DummyChurn,DummyGender,DummyTechie,DummyTechSupport
14657,4,33,64328.0,9.559166,12,1,0,66.17677,159.965,5923.952015,0,1,0,0
48775,4,86,74086.17,9.092182,15,0,1,47.65766,252.624,4439.207305,0,0,0,1
30274,0,67,27898.0,9.538151,10,1,0,66.01153,222.6281,6398.595369,0,0,1,0
8335,0,37,6556.37,13.39001,15,3,1,64.62103,227.4754,5748.202465,0,0,0,1
2057,1,62,76812.26,10.46668,13,0,2,65.64436,105.011,5455.249378,0,0,0,1
1153,0,58,8091.47,12.96581,8,1,1,61.91633,94.97283,5531.341307,0,0,0,0
490,2,43,42589.53,5.287479,14,1,0,58.97078,197.6288,5510.361577,0,1,0,0
801,2,69,6137.14,13.42559,13,1,0,65.45503,112.4844,5430.052321,0,0,0,0
784,2,89,40648.31,6.181571,14,2,0,66.36071,187.5139,5893.164803,0,0,0,1
121,1,57,27832.81,10.41254,10,0,1,69.91714,222.6609,6373.012781,1,0,0,1
12802,3,29,28282.29,7.430044,12,2,1,49.86477,242.6143,4798.189466,0,0,0,1
108,0,34,39933.37,12.19054,14,2,0,41.3275,287.6427,4147.013836,0,0,1,1
1875,3,78,12246.0,7.698265,13,0,0,56.5003,222.6281,5722.608267,0,1,1,0
45158,3,21,43915.04,11.12242,11,0,0,57.55841,179.9476,5130.859668,0,0,0,0
13216,1,69,24650.65,5.923378,10,1,1,65.26459,222.6143,6280.796851,0,0,0,1
6225,1,84,52506.62,8.832628,20,2,0,68.01321,190.1599,6024.552428,0,0,0,1
450,4,22,73611.46,11.02579,15,1,0,69.05044,104.9629,6064.179779,0,0,1,0
1284,5,77,41756.12,9.018827,9,0,0,68.90605,257.6513,6904.05739,0,0,0,0
8230,1,73,6034.69,10.80599,16,2,0,70.33871,124.9643,5718.68358,0,0,1,1
1635,1,79,6249.7,14.89202,13,1,1,59.27052,245.1283,5899.700912,1,0,0,0
4308,3,37,61425.51,12.33669,13,0,0,36.88134,232.6378,4180.404092,1,0,1,0
18,1,81,28379.08,12.93227,13,1,0,58.42671,182.4653,5018.922157,0,0,0,0
3662,3,44,31722.2,11.29355,13,1,1,70.11539,92.45514,6348.492212,0,1,0,0
1916,0,86,6757.33,8.179568,19,1,0,50.97055,174.9744,4778.620483,0,0,0,1
5849,8,87,22635.96,16.00915,15,0,0,70.54541,149.9378,6568.053155,0,0,0,0
392,0,24,4035.91,12.39438,14,0,0,62.91776,139.9568,5507.18923,0,0,0,0
696,1,31,25263.19,10.9286,11,2,2,55.10455,262.6106,5274.080857,0,1,0,0
751,1,83,12860.97,9.250737,14,2,0,70.39347,220.1478,6266.666067,0,1,0,1
122,0,49,18911.43,13.97172,12,0,1,45.10633,222.6143,4710.915257,1,1,1,1
1104,2,78,48688.3,13.19477,13,0,1,62.23238,172.4579,5439.486404,0,0,0,0
1588,1,59,80149.29,12.49404,9,2,0,56.98279,257.6549,5381.845958,0,0,0,1
2390,0,43,99932.29,8.162638,9,0,0,56.84758,117.4858,5004.513585,0,1,0,0
39,2,22,28516.89,6.657538,15,1,0,49.59993,169.9447,4480.828708,0,0,0,0
16853,3,68,112837.8,8.338198,19,0,1,70.50302,137.4686,6057.265464,0,1,0,0
1567,0,35,25405.05,8.915517,9,1,1,57.89585,182.447,5128.90263,0,1,0,1
330,0,51,40225.9,9.984674,14,0,0,63.58391,130.0064,5604.547333,0,1,0,0
3137,0,86,55580.57,10.55807,9,0,0,51.08011,124.9781,4148.090988,0,0,0,0
899,3,46,13801.14,10.51378,13,2,0,53.79471,142.5007,5181.030493,0,0,0,1
4066,0,51,61269.37,6.938827,13,0,0,53.06052,242.6435,4967.50972,0,0,0,1
255,3,76,62939.99,8.593968,13,0,0,62.96952,179.9476,5476.19566,0,1,1,0
3764,0,41,28238.85,6.940518,11,1,1,62.55541,147.4564,5812.466707,0,1,0,0
276,3,80,31450.16,8.52111,12,1,1,68.31311,262.6106,6210.2238,0,0,0,0
51082,4,66,16210.46,12.88184,14,0,0,59.39367,174.9919,5339.490928,0,1,0,1
14634,1,66,35965.27,7.156605,13,3,0,63.98562,160.0013,5449.052305,0,0,0,0
1057,0,41,9789.41,12.18386,10,1,0,55.58159,124.9643,4665.934869,0,1,0,1
2275,3,51,76095.68,17.86153,13,0,0,52.21545,147.4893,4533.343418,0,0,1,1
1939,1,32,90706.26,7.324302,13,1,1,53.61209,117.4392,5134.60308,0,1,0,0
5428,3,27,29228.14,15.53974,12,2,0,50.54849,147.4783,4452.333316,0,0,0,0
2068,3,46,43736.4,14.40171,15,2,0,62.33818,190.127,6201.935276,1,1,0,0
879,1,45,7071.85,11.68162,12,1,0,67.2599,117.4392,6210.252604,0,1,1,0
33551,3,28,72549.36,11.42361,17,2,0,54.396,229.9931,5189.736525,0,1,0,1
3934,1,89,54872.48,11.73944,14,0,0,54.53013,152.4907,4745.853799,0,0,0,1
1166,0,57,65558.44,7.550212,7,0,0,40.32467,182.4676,3629.658181,0,0,0,0
18869,0,52,19533.16,11.2113,17,0,1,67.58811,222.65,6144.675099,0,0,0,0
113,0,66,52985.04,7.899627,16,3,0,52.0997,159.9656,4878.10553,0,1,0,1
28508,1,51,36262.17,11.10249,15,2,0,70.02925,230.1051,6359.455223,0,1,0,0
581,2,20,29599.71,10.64008,10,0,2,62.2937,242.6281,5896.135561,0,0,0,0
5005,2,65,28276.68,3.641921,10,0,0,69.97639,204.9634,6188.586368,0,0,0,0
3263,2,83,16263.98,3.814618,10,0,1,56.09767,129.9621,5286.98629,0,1,1,0
2841,5,73,41055.8,17.91239,10,1,2,48.92659,174.9882,4888.511162,0,0,0,0
937,0,67,43750.86,9.685299,12,3,1,52.36016,152.466,4505.46376,0,0,1,1
27851,8,42,14578.27,13.07965,13,1,0,47.24188,242.6143,4694.576597,0,0,0,1
1331,4,51,44318.03,10.71884,12,2,0,49.88118,124.9935,4361.159098,0,1,0,1
32019,2,32,38806.49,7.708065,14,0,1,51.39351,162.5007,4668.189279,0,1,0,1
165,2,89,24417.9,10.58549,13,0,0,58.06953,182.4608,5026.193308,0,0,0,0
770,4,77,21887.88,7.792609,9,1,0,55.29166,149.9378,5310.127657,0,1,0,0
331,2,79,15231.77,10.83194,10,1,1,68.82747,182.4538,5920.786804,0,1,0,1
1224,0,59,44808.02,14.03414,15,1,0,68.26584,179.9656,5729.894172,0,0,0,1
12562,1,81,89310.12,6.188606,11,0,1,58.42342,134.9509,4805.808191,0,0,0,0
650,0,28,34629.11,12.56263,10,0,0,50.84495,147.4738,4495.259979,0,1,0,0
40248,3,30,18998.58,12.63827,8,1,0,63.87305,159.9512,5633.418217,0,1,0,1
4986,1,43,34164.73,15.53819,12,0,0,64.2522,159.9642,5722.812198,0,1,1,0
1357,1,56,11397.14,7.839258,11,2,0,48.79391,139.965,4663.083428,0,0,0,0
1166,1,52,64756.4,10.377,17,1,0,70.24032,144.9607,5847.100806,0,0,0,0
539,0,30,17666.42,14.54649,18,1,0,66.8616,159.9794,6286.517671,0,1,0,0
5068,1,47,12116.02,12.60035,5,2,0,43.2029,139.9349,4326.507187,0,1,1,0
3547,1,72,17974.85,8.951771,14,2,0,48.36469,129.9598,4565.513222,0,0,0,0
15702,0,80,32843.32,11.46459,18,1,1,46.39161,147.4893,3951.00192,0,1,0,1
2473,1,70,27246.52,8.203522,12,2,1,65.51344,207.4811,5850.927531,0,0,0,0
24674,2,70,50998.03,10.65361,11,0,0,70.74092,162.4827,6190.252926,0,1,0,0
5523,0,24,47522.52,6.506202,11,0,1,69.78016,190.127,6744.437459,0,0,0,0
2156,1,80,35866.89,11.24126,15,2,1,59.99904,255.1198,5885.235129,1,0,0,1
15591,4,62,23498.57,5.625894,9,1,1,58.50038,194.9882,5264.752684,0,0,0,0
3777,0,27,42924.08,13.62004,11,2,0,65.84668,124.9607,5951.771265,0,0,0,0
1444,1,79,12434.17,8.820682,15,0,0,47.40865,210.1563,4467.334158,0,1,0,0
10856,3,68,5512.35,8.677024,12,0,1,64.91404,107.4958,5921.680845,0,0,0,0
3591,0,28,4241.63,10.55534,12,2,0,69.27282,210.1051,6708.539556,0,0,0,0
1124,1,37,11320.55,9.650912,9,0,2,62.20392,174.9768,5936.572086,0,0,0,1
104,0,20,8985.14,14.48734,10,0,2,63.07037,235.1372,6316.02224,1,0,0,1
7147,3,85,39270.14,8.28654,8,0,0,41.54053,179.9794,3710.298126,0,1,0,0
3515,0,72,6527.16,9.501931,9,2,0,55.27064,144.9607,4606.446472,0,1,0,0
583,3,59,22445.76,6.958282,8,0,0,48.00544,162.4653,4794.505137,1,1,0,0
12492,0,58,123006.6,9.970674,11,0,1,70.84337,265.147,6392.803419,0,0,0,1
19586,0,68,43854.96,12.84373,13,0,2,70.14056,222.6326,6662.597959,0,0,0,0
41151,0,60,33554.51,10.92276,14,0,0,68.53399,194.9744,5971.766968,0,1,0,1
17644,0,86,34511.01,13.28437,12,1,2,67.8068,257.6513,6677.609286,0,1,1,0
2072,2,81,46320.17,13.4615,3,0,0,69.18745,149.989,6013.704356,0,1,0,0
18609,0,67,39372.66,8.519894,16,1,0,70.40235,200.1185,6583.556553,0,0,0,1
8284,0,77,57201.64,9.245218,11,3,0,68.9214,179.9476,5785.96133,0,0,0,0
127,3,62,32213.28,9.770236,12,0,2,70.33868,255.1336,6933.85068,0,0,0,0
19141,2,76,28039.99,8.029455,11,0,0,70.27195,217.484,6215.809536,0,0,0,0
26601,2,85,64849.52,6.613346,10,3,1,55.57772,137.4616,4749.988334,0,0,0,0
20435,1,25,12097.74,13.72727,14,2,0,48.98259,157.4836,4361.243355,0,1,0,0
33661,1,76,21066.44,12.31061,12,1,1,45.75966,200.1323,4646.487467,1,0,0,0
1251,0,76,23274.77,7.933279,10,0,1,55.16171,159.9875,4581.646496,0,0,1,1
40778,0,70,25666.63,7.008718,9,0,0,67.70405,187.6094,6348.304776,0,0,0,0
246,4,61,23595.65,8.520883,16,1,0,63.78532,152.4555,6133.741768,0,1,0,0
42614,7,89,14731.91,9.918598,13,0,0,39.52545,124.9607,3807.283723,0,0,0,0
723,8,83,30885.95,7.30183,14,3,1,63.83787,164.9785,6274.202037,0,1,0,0
8407,2,62,47333.98,8.772844,5,2,0,71.12765,164.9647,6674.831266,0,1,1,1
3521,2,43,20496.34,7.476446,11,1,1,54.23761,139.9678,4865.394915,0,1,1,1
367,1,57,51151.76,15.23668,12,3,1,61.08796,174.9699,5765.465884,0,0,0,1
163,1,62,33446.77,11.10738,13,0,0,69.63521,172.5104,5929.405615,0,0,1,1
11848,4,68,17235.3,6.936363,10,0,1,51.35655,230.1051,4819.017885,0,0,0,0
1231,1,40,48168.63,6.238718,11,0,0,62.71297,149.9447,5878.97721,0,0,0,0
34781,4,55,56225.75,10.09073,10,1,0,65.40394,132.5127,5868.925353,0,1,0,1
7,0,59,63841.07,11.5167,9,1,1,46.68593,192.4404,4200.226885,0,1,0,0
38321,2,60,45913.33,9.218559,9,0,0,67.5017,275.1336,6263.672907,0,0,1,0
94,4,35,25010.43,10.0174,14,2,0,58.69071,104.9923,5228.370034,0,1,0,0
678,3,68,35053.31,10.9825,16,1,0,67.71293,142.5156,5983.810886,0,1,0,1
243,1,60,69158.18,9.883574,10,0,1,60.96912,125.0073,5228.641848,0,1,0,0
1089,3,27,16276.54,14.7633,8,2,0,59.9904,229.9931,5569.122833,0,0,0,1
6328,0,33,43895.22,6.471674,17,2,0,64.94053,222.6609,6060.196481,0,1,0,1
2860,0,75,31570.14,8.553943,15,0,0,51.38074,107.482,4616.664022,0,0,0,1
8778,3,37,58783.8,9.059994,12,2,1,60.12954,119.9568,5789.007701,0,1,0,0
2942,1,56,42369.14,12.68768,4,3,1,52.95931,162.4827,4666.095949,0,0,0,0
291,1,68,18386.57,9.698516,11,2,0,70.28492,217.484,6212.316389,0,0,0,0
442,4,30,28791.24,13.67308,11,1,0,46.076,92.5018,4044.807347,0,0,0,0
15261,1,83,63881.41,10.8116,13,0,0,70.45268,117.4686,6273.600277,0,0,0,0
26809,3,64,52153.53,9.89943,8,3,0,62.86179,204.961,5675.905105,0,1,0,0
29911,0,89,33067.37,9.674462,14,0,0,68.3486,172.4579,5843.001421,0,0,0,0
4354,3,84,15763.55,10.13542,10,3,0,68.04513,134.9509,5645.924053,0,0,0,0
22553,5,80,47832.37,7.75187,17,2,0,51.19372,94.97283,4734.546819,0,0,0,0
4901,2,69,43374.14,12.98864,16,1,0,63.20163,162.4608,5921.944651,0,0,0,0
1551,1,42,90756.87,8.306153,10,2,0,65.50762,242.6281,6056.561962,0,0,0,0
316,2,70,7172.86,8.239022,11,2,1,71.805,172.4885,6626.316041,0,1,1,1
1668,2,29,98425.53,5.646236,13,0,0,63.83868,137.4684,5585.510396,0,0,0,0
2421,3,43,72214.56,8.595905,14,2,0,71.97382,142.4526,6833.821068,0,1,0,0
16425,0,78,26077.57,8.413018,9,3,1,51.68157,119.9568,4822.96735,0,0,0,0
1162,4,49,25371.48,5.448899,13,1,1,68.67656,212.6228,6836.227251,0,1,0,0
1305,1,72,107804.6,10.23826,5,3,1,67.72471,117.4686,6168.427344,0,1,0,0
7360,0,76,22875.95,7.134899,6,0,0,66.21743,245.132,6013.898703,0,1,0,1
6544,3,53,37808.3,15.06607,11,0,0,66.29727,149.9778,5766.157948,0,1,0,1
32257,1,54,42630.35,13.4777,10,1,1,51.67996,162.497,4987.58141,0,0,0,0
796,1,79,22192.77,9.432528,16,1,0,70.11749,139.983,6273.515792,0,0,0,1
745,3,41,21874.98,12.92389,11,0,0,63.25715,209.9931,6286.671937,0,1,0,1
1973,6,57,14636.41,6.917469,6,1,0,55.36779,127.4601,5205.865095,0,0,0,1
1776,0,21,63870.16,12.94624,13,2,0,70.42914,207.4811,6383.577895,0,0,0,0
13493,4,84,64140.04,13.64852,9,1,0,67.08536,182.4608,5842.892958,0,0,1,0
25335,0,72,65966.95,10.11368,15,0,0,47.59384,137.4686,3992.381842,0,0,0,0
11725,1,76,9880.38,11.38673,14,2,1,64.77844,252.6378,5863.301733,0,0,0,0
8307,1,25,37513.71,8.746045,15,1,0,69.22361,127.4421,6353.540649,0,0,1,0
618,0,65,61583.24,11.62325,11,1,0,68.78508,139.9349,6285.801266,0,0,1,0
1063,4,23,66612.08,6.216534,15,2,0,46.38121,107.4806,4278.637138,0,0,1,0
1292,5,19,11609.18,14.22906,12,1,0,40.80483,162.4653,4397.21741,0,1,0,0
14413,2,42,37588.44,7.809647,12,1,0,50.98888,212.6228,5301.26466,1,0,1,0
2057,0,74,72753.32,6.436341,12,0,2,66.19976,229.9931,5913.740403,0,1,0,1
728,4,32,12226.89,10.47687,9,0,1,38.64796,187.4847,3798.942746,0,0,0,1
1773,0,48,83831.61,6.082661,10,2,0,58.3401,172.4624,5172.422992,0,1,0,0
2568,2,73,49768.03,16.93215,16,0,2,51.74095,232.624,5168.330032,0,0,0,1
4901,1,24,56969.75,7.382948,8,2,0,51.91699,187.4847,4820.053166,0,0,0,1
2981,5,78,49914.94,6.40204,20,1,1,52.66362,119.9897,4648.186854,0,0,0,1
2986,1,33,35214.65,9.584041,9,3,1,65.09341,225.1457,6587.881944,0,1,0,0
15,0,55,70752.94,7.915988,17,2,1,60.19463,152.4555,5736.061108,0,1,0,0
3937,7,82,28028.85,6.593316,14,0,0,54.51932,179.9476,4887.271461,0,1,0,0
375,3,76,83600.69,13.19842,15,0,0,57.67058,182.4653,5034.929065,0,0,0,0
3133,4,40,54364.66,6.134364,15,0,2,63.90801,162.4689,5627.198878,0,0,0,1
149,2,30,8930.13,12.89589,8,0,0,69.59294,190.127,6818.04834,0,1,0,0
3853,0,75,29611.97,12.17266,13,0,1,58.17852,255.1336,5849.55113,1,1,0,0
42741,2,29,41443.63,7.805258,13,0,0,54.06378,235.1884,5249.77275,0,0,0,1
1659,0,43,59563.85,8.739705,17,0,2,58.08347,232.624,5724.812194,0,0,0,1
41014,4,84,33883.79,11.80989,13,1,0,67.44709,194.9525,6277.155334,0,0,0,1
794,1,54,60703.43,10.7128,8,1,0,51.47333,164.9853,5072.473187,0,0,0,0
42463,3,82,43826.83,6.627375,10,1,2,69.22859,225.132,6746.802832,0,1,0,1
16088,1,38,11991.16,16.12716,15,0,0,60.49719,222.6362,5559.5235,0,0,0,1
46647,1,66,101307.0,11.15453,13,1,0,67.86978,154.9618,6364.89034,0,1,0,1
5547,3,26,14808.26,6.249562,15,1,0,53.62757,267.6647,5254.650966,0,0,1,1
7436,1,40,44406.69,5.227959,11,1,0,68.36641,92.48802,5665.272905,0,0,1,1
2050,0,20,36004.39,3.644552,13,1,0,66.57411,119.9897,5871.273948,0,1,0,1
157,1,20,6733.76,11.86573,11,2,1,65.9999,112.4844,5604.566058,0,0,0,0
24089,4,39,11391.52,8.7275,10,1,0,62.08636,210.1051,6253.824131,0,1,0,0
2674,4,47,16834.95,7.739197,12,2,1,66.49538,179.9794,5910.417848,0,1,0,0
48382,2,42,33146.51,8.646262,14,0,0,56.53633,114.9838,4814.158709,0,0,0,1
2238,4,37,32947.81,9.467795,17,0,0,45.69588,159.9642,4267.319291,0,0,0,0
45885,2,74,18809.09,5.659416,13,1,0,67.56344,255.1198,6555.502175,0,0,1,1
999,2,89,46337.92,8.97713,14,1,0,65.84526,167.4847,6192.473684,0,0,0,1
841,3,50,66604.21,13.27635,12,0,0,68.90677,184.9963,6232.28589,0,1,0,1
210,3,42,15872.42,9.143699,13,2,0,66.78392,194.9581,6023.253234,0,0,0,0
827,2,55,50217.94,10.5792,12,1,0,67.50379,157.4698,5730.433744,0,1,0,1
7290,1,25,15611.4,8.117138,18,2,0,60.58684,127.4586,5409.545415,0,1,0,0
3809,0,75,75249.62,12.65954,13,2,1,44.79567,107.4958,4157.920412,0,0,0,0
16715,3,80,20901.9,5.189933,19,0,0,66.1916,149.9483,5613.310447,0,0,0,1
112,6,79,24023.55,8.588839,12,2,1,62.4919,139.965,5863.981501,0,0,1,0
137,3,36,59084.69,8.635838,12,0,0,57.7475,179.9476,5097.174241,0,0,0,0
1118,2,61,41983.7,10.085,14,1,0,64.51973,275.1336,6016.058199,0,0,0,0
63,0,26,22514.47,8.590631,15,2,0,40.82315,197.6288,4017.55183,1,1,0,0
2389,0,63,20189.82,8.383716,6,1,0,52.15024,200.1465,4899.562179,1,1,0,0
1595,0,39,94246.4,14.46154,15,2,1,60.49154,190.127,5934.168034,0,0,0,0
469,0,22,16648.35,11.51699,13,1,0,67.98943,240.1149,6234.573082,0,1,0,0
1463,0,60,24024.91,11.84544,12,0,1,53.32394,114.9509,4839.528738,0,0,0,0
2976,1,40,23375.97,12.34344,14,1,0,71.09348,129.9483,6545.083981,0,1,0,1
1011,5,76,42411.01,7.06386,12,1,0,50.69374,232.624,5165.041808,1,0,0,1
517,0,58,15635.34,14.6305,13,2,0,63.36271,187.6094,6078.982231,0,1,0,0
393,0,42,105745.6,10.44765,12,0,0,47.3962,214.9525,4235.297978,0,0,0,1
29617,4,40,8434.43,10.36513,12,3,0,66.64396,107.4806,5883.186087,0,0,0,0
2831,3,52,13933.32,10.77203,11,2,1,60.57969,159.983,5228.606985,0,0,0,1
12541,3,23,26214.55,11.16447,13,1,0,55.97831,182.4762,5093.145531,0,0,0,1
369,1,57,48074.79,7.521116,13,0,0,70.68617,147.4783,6024.728963,0,1,0,0
901,5,51,13269.12,13.57171,16,1,2,58.73351,149.9378,5625.88893,0,0,0,0
2432,6,75,41305.22,11.06785,17,2,0,48.77002,169.9671,4420.056022,0,0,0,0
28576,7,46,22585.74,10.7048,11,2,2,68.34459,210.127,6356.677859,0,0,0,0
12864,2,73,36841.04,12.74847,11,3,0,61.27787,232.6228,5676.244141,1,1,1,0
44641,0,26,20522.76,8.185725,13,0,0,65.63224,164.967,6205.739711,0,0,0,1
392,2,69,28900.26,10.17943,6,1,1,63.08151,112.4551,5163.620396,0,0,0,0
645,6,51,30820.29,18.19674,20,1,0,42.01957,152.4798,3976.166899,1,0,1,0
3443,4,50,45042.86,10.6054,10,0,0,60.14219,165.0182,5526.132591,0,1,0,1
1627,0,81,24225.45,10.87091,9,0,0,47.94936,179.9794,4073.89846,0,0,0,0
2153,0,20,11079.6,10.24287,4,2,1,68.22138,152.5022,6097.873428,0,0,0,0
158,5,37,66230.63,7.477674,11,0,1,39.97152,137.4392,3710.175331,0,1,0,0
10810,0,19,15231.39,12.29465,15,3,1,64.87596,240.1149,5989.298293,0,1,0,0
271,1,50,22476.44,15.34081,7,2,0,50.53589,172.4733,4580.300146,0,1,0,1
14684,0,21,25888.53,5.448102,12,1,0,60.95525,149.9741,5739.842827,0,0,0,0
321,3,76,41753.09,7.838764,18,2,0,67.21909,265.1283,6255.953775,0,1,0,0
6508,8,54,18124.5,8.946399,10,0,0,48.87162,152.4884,4648.662738,0,1,0,1
3876,4,62,43293.26,11.51007,13,1,0,70.28113,127.4958,5998.410517,0,0,0,0
10045,4,22,8214.65,8.549542,12,3,1,47.16189,172.4624,4464.887759,0,1,0,0
4489,5,83,28019.03,8.312154,15,1,1,65.2185,129.9483,5998.804194,0,0,0,1
4646,2,51,34919.71,12.52796,10,0,0,39.70805,187.4811,4290.116592,0,1,1,0
26863,1,72,19056.07,8.898543,10,0,0,66.33852,204.9634,5883.826226,0,1,0,0
370,3,84,16602.2,11.43794,10,1,0,58.2471,247.6647,5856.498648,0,0,0,1
0,1,44,22549.82,10.97136,19,1,1,68.4249,117.4392,6308.988621,0,1,1,0
19361,3,40,17078.58,8.935074,10,1,0,61.16472,129.9621,5826.881326,0,0,0,0
31859,0,68,59261.2,9.279998,10,1,0,59.9106,159.9476,5572.923222,0,1,0,0
7234,0,35,3938.24,1.896422,12,1,0,55.24136,117.472,4818.30969,0,1,0,1
42522,0,71,13824.18,9.169502,13,1,0,67.69161,194.9882,5947.501922,0,1,0,0
1337,3,48,46769.27,16.42412,11,2,1,59.0652,147.4783,5081.322485,0,0,1,0
3408,4,89,34534.92,8.571698,13,1,0,62.58001,182.4538,5390.61261,0,0,0,1
5515,7,24,19228.8,14.40307,11,0,1,69.0717,162.5299,6286.518729,0,0,0,1
4269,6,61,37028.57,11.84676,11,1,2,68.55021,137.4616,6014.752174,0,0,0,0
63,1,75,4522.89,7.256689,15,1,1,69.06918,175.1331,6108.111467,0,1,0,0
1319,3,84,7878.24,12.02012,8,0,0,53.89174,159.9349,4729.092575,0,1,0,0
6638,0,64,83910.59,11.16856,11,1,0,60.1541,124.9643,4882.901543,0,0,0,1
9152,1,46,20327.16,11.27511,13,3,0,53.79108,112.4551,4529.292662,0,1,0,0
3817,1,73,14181.4,9.847624,12,2,1,57.16367,265.1283,5333.247037,0,0,0,0
27818,1,69,84009.73,8.520277,10,0,0,63.71108,242.6326,5788.852546,0,0,0,0
1973,1,38,33780.14,9.622541,14,0,0,50.02645,240.1149,4693.998061,0,0,0,0
4127,4,85,66183.72,9.302148,13,1,1,70.67844,245.1457,6553.877499,0,1,0,0
46,1,86,7564.31,9.193075,10,1,0,69.6864,149.9483,5865.479279,0,1,0,1
7015,1,87,27615.28,12.15309,9,2,0,70.74838,117.4835,5936.910583,0,0,0,0
11582,4,26,50930.19,6.947436,10,0,0,64.07652,230.1051,5998.967483,0,0,0,0
796,4,32,42635.51,7.974716,12,0,1,41.6814,187.6094,4463.792034,0,0,0,0
7350,6,31,12734.05,7.048181,11,1,0,68.51142,204.961,6257.08697,0,0,0,0
487,2,41,58162.66,14.78396,15,1,0,61.60969,187.6422,5596.424346,0,0,0,1
4839,1,52,28613.3,11.51231,20,1,1,55.39854,242.6143,5114.637099,0,0,0,1
133,1,65,42953.62,15.44335,12,3,0,71.77654,240.1149,6434.683847,0,1,0,0
0,1,24,85647.87,10.33234,11,0,0,71.88568,149.9621,6282.728539,0,0,0,0
3709,6,81,24835.35,8.191163,10,0,0,67.99043,207.4811,6218.7988,0,1,0,0
19735,4,79,113254.1,11.00449,19,2,0,63.25754,149.9621,5487.786212,0,0,0,0
110,8,71,29226.84,7.627174,15,1,0,49.39534,165.0182,4652.792551,0,0,0,1
6986,0,30,26412.67,11.05068,14,1,0,55.63139,149.9483,4819.60719,0,0,0,1
12683,7,25,61257.0,10.85703,13,1,0,71.12548,159.983,6386.654255,0,1,0,1
1267,2,31,44622.42,8.627751,15,1,1,63.48369,152.4798,5677.324438,0,0,0,0
2564,1,43,65548.03,10.05475,15,2,0,65.13371,129.9483,5999.863942,0,0,0,1
0,0,30,117867.2,12.96924,16,0,1,71.48941,137.4684,6233.66124,0,1,0,0
98,1,39,23441.22,9.44465,12,0,0,60.77973,200.1185,5917.686828,0,0,0,1
988,7,32,61649.66,11.75848,10,1,0,60.06981,152.4555,5934.44869,0,0,0,0
1756,4,65,11404.4,8.264893,14,0,0,65.61856,169.9447,5761.002305,0,1,0,0
21218,0,70,25213.39,10.63561,10,1,0,65.25094,212.6415,6236.771039,0,0,1,1
1066,3,40,25977.73,9.523458,10,1,0,53.19577,182.49,4890.236009,0,0,0,0
30010,0,27,43778.76,7.779153,7,0,1,54.55457,162.4713,4826.3573,0,0,0,1
39221,4,45,51257.19,7.21347,14,0,0,43.51853,79.97886,3783.214553,0,1,0,0
4179,1,89,68319.38,4.399685,15,2,1,69.60418,134.9509,5695.706857,0,0,0,0
9827,2,75,1785.94,15.1958,13,0,0,70.66353,230.1051,6316.470196,0,0,0,0
1907,7,31,30153.27,11.59084,10,0,0,55.31399,242.6143,5408.322311,0,1,0,1
5490,0,35,15393.51,11.82966,15,3,1,59.8036,172.4555,5273.813487,0,0,0,0
177,2,87,28749.22,13.88509,6,1,1,44.59709,137.4392,3832.898347,0,1,0,0
737,0,86,35557.53,12.25736,10,1,0,63.30112,162.4608,5816.619375,0,0,0,0
26838,1,69,21963.27,5.218632,18,1,1,65.66053,202.6362,6294.452513,0,0,1,1
674,1,89,22049.22,8.332089,12,1,2,69.59174,204.9496,6013.828131,0,1,0,1
346,3,21,31881.36,9.900113,17,1,0,56.82842,267.6427,6012.6506,1,1,0,1
21854,0,65,31896.6,9.627499,10,0,1,64.82387,212.6415,6265.224971,0,1,1,1
678,1,74,14396.37,10.78419,18,2,0,65.2908,149.9776,5616.608151,0,1,0,1
11850,2,73,45926.27,6.594636,13,1,1,61.06693,162.4538,5671.017164,0,0,0,1
1458,1,55,73186.39,7.861612,8,1,0,70.87198,127.4738,6491.987412,0,1,0,0
181,0,72,51574.81,11.20429,8,3,2,70.38624,187.6094,6608.57453,0,1,0,0
200,2,53,33653.85,15.68123,12,1,2,56.19179,147.4601,4832.149028,0,1,0,1
2084,8,51,9255.14,6.751561,15,1,0,46.12924,182.4653,4325.145663,0,0,0,0
9357,3,78,12430.83,10.20077,13,0,0,68.79253,162.447,6304.333517,0,0,0,1
3357,3,53,31757.09,10.46515,10,1,1,56.36817,182.4538,4968.873698,0,0,0,1
1990,1,39,18234.2,6.499849,12,0,0,69.61652,167.4564,6014.886274,0,1,0,0
308,5,86,85549.31,7.009923,9,3,0,40.73541,152.4441,4123.921101,0,1,0,1
2640,1,71,92095.69,5.822048,17,0,0,60.97847,219.9902,5480.386537,0,0,0,1
18937,3,34,46502.45,8.786155,11,2,0,69.70038,242.6281,6534.959838,1,1,0,0
2393,2,64,16652.32,4.541255,8,0,1,45.72582,127.4586,4094.782683,0,1,1,0
16882,0,27,29935.05,9.663191,7,2,0,59.52332,92.45514,5443.98404,0,1,0,0
360,2,30,71002.71,9.994273,15,0,1,63.89833,159.9794,6105.282771,0,1,0,0
18745,0,70,78356.31,3.338743,14,0,1,63.60495,204.9634,5588.56191,0,0,0,0
2106,2,74,12001.77,10.32568,13,0,0,71.023,162.4653,6518.264091,0,0,0,0
